Win Rate,Drafts,Packs,Starting Gems,Format
0.57,17,51,15000,Sealed
0.57,52,71,15000,Quick
0.57,24,78,15000,Competetive
0.57,22,66,15000,Sealed
0.57,62,88,15000,Quick
0.57,26,88,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,71,15000,Quick
0.57,23,75,15000,Competetive
0.57,17,51,15000,Sealed
0.57,45,59,15000,Quick
0.57,44,170,15000,Competetive
0.57,23,69,15000,Sealed
0.57,44,66,15000,Quick
0.57,49,190,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,69,15000,Quick
0.57,40,153,15000,Competetive
0.57,14,42,15000,Sealed
0.57,60,95,15000,Quick
0.57,27,93,15000,Competetive
0.57,29,87,15000,Sealed
0.57,40,52,15000,Quick
0.57,24,78,15000,Competetive
0.57,19,57,15000,Sealed
0.57,47,64,15000,Quick
0.57,36,134,15000,Competetive
0.57,18,54,15000,Sealed
0.57,45,63,15000,Quick
0.57,13,27,15000,Competetive
0.57,27,81,15000,Sealed
0.57,45,56,15000,Quick
0.57,24,77,15000,Competetive
0.57,20,60,15000,Sealed
0.57,70,104,15000,Quick
0.57,30,102,15000,Competetive
0.57,23,69,15000,Sealed
0.57,48,68,15000,Quick
0.57,26,92,15000,Competetive
0.57,16,48,15000,Sealed
0.57,57,75,15000,Quick
0.57,23,75,15000,Competetive
0.57,28,84,15000,Sealed
0.57,44,60,15000,Quick
0.57,41,153,15000,Competetive
0.57,19,57,15000,Sealed
0.57,37,48,15000,Quick
0.57,26,87,15000,Competetive
0.57,25,75,15000,Sealed
0.57,59,89,15000,Quick
0.57,34,126,15000,Competetive
0.57,13,39,15000,Sealed
0.57,51,71,15000,Quick
0.57,26,89,15000,Competetive
0.57,21,63,15000,Sealed
0.57,57,81,15000,Quick
0.57,36,133,15000,Competetive
0.57,23,69,15000,Sealed
0.57,53,76,15000,Quick
0.57,41,152,15000,Competetive
0.57,21,63,15000,Sealed
0.57,42,58,15000,Quick
0.57,23,73,15000,Competetive
0.57,23,69,15000,Sealed
0.57,43,61,15000,Quick
0.57,40,148,15000,Competetive
0.57,20,60,15000,Sealed
0.57,58,79,15000,Quick
0.57,32,116,15000,Competetive
0.57,18,54,15000,Sealed
0.57,64,92,15000,Quick
0.57,25,87,15000,Competetive
0.57,20,60,15000,Sealed
0.57,46,67,15000,Quick
0.57,49,190,15000,Competetive
0.57,23,69,15000,Sealed
0.57,50,69,15000,Quick
0.57,45,175,15000,Competetive
0.57,24,72,15000,Sealed
0.57,38,48,15000,Quick
0.57,24,80,15000,Competetive
0.57,16,48,15000,Sealed
0.57,53,80,15000,Quick
0.57,42,162,15000,Competetive
0.57,28,84,15000,Sealed
0.57,43,57,15000,Quick
0.57,21,64,15000,Competetive
0.57,15,45,15000,Sealed
0.57,35,45,15000,Quick
0.57,46,181,15000,Competetive
0.57,27,81,15000,Sealed
0.57,46,61,15000,Quick
0.57,40,151,15000,Competetive
0.57,20,60,15000,Sealed
0.57,45,68,15000,Quick
0.57,31,114,15000,Competetive
0.57,23,69,15000,Sealed
0.57,46,69,15000,Quick
0.57,28,99,15000,Competetive
0.57,20,60,15000,Sealed
0.57,66,102,15000,Quick
0.57,20,64,15000,Competetive
0.57,20,60,15000,Sealed
0.57,67,100,15000,Quick
0.57,21,64,15000,Competetive
0.57,18,54,15000,Sealed
0.57,52,81,15000,Quick
0.57,21,61,15000,Competetive
0.57,27,81,15000,Sealed
0.57,44,68,15000,Quick
0.57,31,113,15000,Competetive
0.57,22,66,15000,Sealed
0.57,57,81,15000,Quick
0.57,16,43,15000,Competetive
0.57,22,66,15000,Sealed
0.57,48,67,15000,Quick
0.57,31,114,15000,Competetive
0.57,24,72,15000,Sealed
0.57,56,80,15000,Quick
0.57,41,160,15000,Competetive
0.57,18,54,15000,Sealed
0.57,59,84,15000,Quick
0.57,15,40,15000,Competetive
0.57,23,69,15000,Sealed
0.57,40,56,15000,Quick
0.57,39,148,15000,Competetive
0.57,28,84,15000,Sealed
0.57,60,88,15000,Quick
0.57,38,144,15000,Competetive
0.57,25,75,15000,Sealed
0.57,37,52,15000,Quick
0.57,35,126,15000,Competetive
0.57,27,81,15000,Sealed
0.57,40,56,15000,Quick
0.57,36,136,15000,Competetive
0.57,23,69,15000,Sealed
0.57,68,94,15000,Quick
0.57,38,143,15000,Competetive
0.57,21,63,15000,Sealed
0.57,52,75,15000,Quick
0.57,16,44,15000,Competetive
0.57,16,48,15000,Sealed
0.57,42,58,15000,Quick
0.57,34,122,15000,Competetive
0.57,19,57,15000,Sealed
0.57,59,86,15000,Quick
0.57,33,121,15000,Competetive
0.57,23,69,15000,Sealed
0.57,56,76,15000,Quick
0.57,34,123,15000,Competetive
0.57,20,60,15000,Sealed
0.57,60,85,15000,Quick
0.57,32,114,15000,Competetive
0.57,25,75,15000,Sealed
0.57,58,81,15000,Quick
0.57,36,134,15000,Competetive
0.57,13,39,15000,Sealed
0.57,46,66,15000,Quick
0.57,23,76,15000,Competetive
0.57,24,72,15000,Sealed
0.57,39,53,15000,Quick
0.57,33,118,15000,Competetive
0.57,21,63,15000,Sealed
0.57,72,105,15000,Quick
0.57,13,29,15000,Competetive
0.57,14,42,15000,Sealed
0.57,42,55,15000,Quick
0.57,36,136,15000,Competetive
0.57,11,33,15000,Sealed
0.57,56,83,15000,Quick
0.57,25,83,15000,Competetive
0.57,15,45,15000,Sealed
0.57,55,86,15000,Quick
0.57,15,41,15000,Competetive
0.57,25,75,15000,Sealed
0.57,43,57,15000,Quick
0.57,25,81,15000,Competetive
0.57,26,78,15000,Sealed
0.57,52,80,15000,Quick
0.57,28,101,15000,Competetive
0.57,20,60,15000,Sealed
0.57,47,69,15000,Quick
0.57,31,113,15000,Competetive
0.57,17,51,15000,Sealed
0.57,53,76,15000,Quick
0.57,24,77,15000,Competetive
0.57,23,69,15000,Sealed
0.57,41,51,15000,Quick
0.57,18,54,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,76,15000,Quick
0.57,41,157,15000,Competetive
0.57,24,72,15000,Sealed
0.57,45,62,15000,Quick
0.57,23,72,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,63,15000,Quick
0.57,50,192,15000,Competetive
0.57,17,51,15000,Sealed
0.57,51,68,15000,Quick
0.57,37,138,15000,Competetive
0.57,20,60,15000,Sealed
0.57,45,61,15000,Quick
0.57,24,81,15000,Competetive
0.57,16,48,15000,Sealed
0.57,50,68,15000,Quick
0.57,24,80,15000,Competetive
0.57,14,42,15000,Sealed
0.57,38,56,15000,Quick
0.57,25,87,15000,Competetive
0.57,29,87,15000,Sealed
0.57,48,68,15000,Quick
0.57,19,57,15000,Competetive
0.57,23,69,15000,Sealed
0.57,51,73,15000,Quick
0.57,29,105,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,64,15000,Quick
0.57,31,110,15000,Competetive
0.57,24,72,15000,Sealed
0.57,45,59,15000,Quick
0.57,26,88,15000,Competetive
0.57,19,57,15000,Sealed
0.57,52,71,15000,Quick
0.57,25,85,15000,Competetive
0.57,18,54,15000,Sealed
0.57,55,75,15000,Quick
0.57,18,52,15000,Competetive
0.57,18,54,15000,Sealed
0.57,39,48,15000,Quick
0.57,26,91,15000,Competetive
0.57,20,60,15000,Sealed
0.57,42,55,15000,Quick
0.57,37,139,15000,Competetive
0.57,13,39,15000,Sealed
0.57,40,55,15000,Quick
0.57,30,106,15000,Competetive
0.57,18,54,15000,Sealed
0.57,44,60,15000,Quick
0.57,34,125,15000,Competetive
0.57,21,63,15000,Sealed
0.57,37,49,15000,Quick
0.57,20,64,15000,Competetive
0.57,23,69,15000,Sealed
0.57,40,59,15000,Quick
0.57,21,67,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,67,15000,Quick
0.57,20,61,15000,Competetive
0.57,19,57,15000,Sealed
0.57,49,68,15000,Quick
0.57,33,122,15000,Competetive
0.57,23,69,15000,Sealed
0.57,46,62,15000,Quick
0.57,20,62,15000,Competetive
0.57,23,69,15000,Sealed
0.57,61,88,15000,Quick
0.57,21,68,15000,Competetive
0.57,18,54,15000,Sealed
0.57,47,59,15000,Quick
0.57,33,119,15000,Competetive
0.57,15,45,15000,Sealed
0.57,46,65,15000,Quick
0.57,22,70,15000,Competetive
0.57,21,63,15000,Sealed
0.57,45,61,15000,Quick
0.57,39,143,15000,Competetive
0.57,24,72,15000,Sealed
0.57,44,65,15000,Quick
0.57,43,166,15000,Competetive
0.57,16,48,15000,Sealed
0.57,54,79,15000,Quick
0.57,41,154,15000,Competetive
0.57,19,57,15000,Sealed
0.57,51,76,15000,Quick
0.57,27,92,15000,Competetive
0.57,17,51,15000,Sealed
0.57,47,63,15000,Quick
0.57,31,111,15000,Competetive
0.57,17,51,15000,Sealed
0.57,57,87,15000,Quick
0.57,32,116,15000,Competetive
0.57,20,60,15000,Sealed
0.57,51,73,15000,Quick
0.57,35,126,15000,Competetive
0.57,17,51,15000,Sealed
0.57,45,62,15000,Quick
0.57,21,66,15000,Competetive
0.57,21,63,15000,Sealed
0.57,54,78,15000,Quick
0.57,44,167,15000,Competetive
0.57,15,45,15000,Sealed
0.57,40,51,15000,Quick
0.57,37,140,15000,Competetive
0.57,16,48,15000,Sealed
0.57,41,54,15000,Quick
0.57,30,103,15000,Competetive
0.57,25,75,15000,Sealed
0.57,48,63,15000,Quick
0.57,37,143,15000,Competetive
0.57,22,66,15000,Sealed
0.57,46,59,15000,Quick
0.57,19,54,15000,Competetive
0.57,23,69,15000,Sealed
0.57,49,75,15000,Quick
0.57,23,73,15000,Competetive
0.57,23,69,15000,Sealed
0.57,59,88,15000,Quick
0.57,11,20,15000,Competetive
0.57,26,78,15000,Sealed
0.57,49,65,15000,Quick
0.57,27,93,15000,Competetive
0.57,19,57,15000,Sealed
0.57,63,88,15000,Quick
0.57,23,71,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,73,15000,Quick
0.57,34,122,15000,Competetive
0.57,12,36,15000,Sealed
0.57,43,58,15000,Quick
0.57,16,44,15000,Competetive
0.57,23,69,15000,Sealed
0.57,36,44,15000,Quick
0.57,28,93,15000,Competetive
0.57,24,72,15000,Sealed
0.57,45,60,15000,Quick
0.57,13,27,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,70,15000,Quick
0.57,29,99,15000,Competetive
0.57,29,87,15000,Sealed
0.57,61,88,15000,Quick
0.57,26,89,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,65,15000,Quick
0.57,29,101,15000,Competetive
0.57,18,54,15000,Sealed
0.57,45,61,15000,Quick
0.57,24,82,15000,Competetive
0.57,24,72,15000,Sealed
0.57,63,88,15000,Quick
0.57,33,122,15000,Competetive
0.57,19,57,15000,Sealed
0.57,51,73,15000,Quick
0.57,47,182,15000,Competetive
0.57,24,72,15000,Sealed
0.57,54,74,15000,Quick
0.57,23,74,15000,Competetive
0.57,21,63,15000,Sealed
0.57,44,61,15000,Quick
0.57,29,103,15000,Competetive
0.57,24,72,15000,Sealed
0.57,52,75,15000,Quick
0.57,21,66,15000,Competetive
0.57,26,78,15000,Sealed
0.57,62,94,15000,Quick
0.57,34,124,15000,Competetive
0.57,29,87,15000,Sealed
0.57,44,65,15000,Quick
0.57,24,79,15000,Competetive
0.57,21,63,15000,Sealed
0.57,46,70,15000,Quick
0.57,39,150,15000,Competetive
0.57,15,45,15000,Sealed
0.57,45,64,15000,Quick
0.57,29,102,15000,Competetive
0.57,22,66,15000,Sealed
0.57,43,57,15000,Quick
0.57,17,51,15000,Competetive
0.57,17,51,15000,Sealed
0.57,53,73,15000,Quick
0.57,21,61,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,66,15000,Quick
0.57,25,88,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,62,15000,Quick
0.57,11,21,15000,Competetive
0.57,15,45,15000,Sealed
0.57,43,58,15000,Quick
0.57,48,186,15000,Competetive
0.57,21,63,15000,Sealed
0.57,58,85,15000,Quick
0.57,29,101,15000,Competetive
0.57,22,66,15000,Sealed
0.57,45,63,15000,Quick
0.57,36,133,15000,Competetive
0.57,23,69,15000,Sealed
0.57,53,74,15000,Quick
0.57,24,79,15000,Competetive
0.57,20,60,15000,Sealed
0.57,47,69,15000,Quick
0.57,37,139,15000,Competetive
0.57,21,63,15000,Sealed
0.57,40,50,15000,Quick
0.57,41,154,15000,Competetive
0.57,15,45,15000,Sealed
0.57,49,71,15000,Quick
0.57,20,61,15000,Competetive
0.57,18,54,15000,Sealed
0.57,48,71,15000,Quick
0.57,35,132,15000,Competetive
0.57,21,63,15000,Sealed
0.57,50,70,15000,Quick
0.57,23,76,15000,Competetive
0.57,18,54,15000,Sealed
0.57,49,67,15000,Quick
0.57,34,121,15000,Competetive
0.57,18,54,15000,Sealed
0.57,46,63,15000,Quick
0.57,25,83,15000,Competetive
0.57,18,54,15000,Sealed
0.57,54,79,15000,Quick
0.57,35,126,15000,Competetive
0.57,18,54,15000,Sealed
0.57,59,85,15000,Quick
0.57,32,118,15000,Competetive
0.57,25,75,15000,Sealed
0.57,48,72,15000,Quick
0.57,41,155,15000,Competetive
0.57,21,63,15000,Sealed
0.57,46,59,15000,Quick
0.57,28,97,15000,Competetive
0.57,22,66,15000,Sealed
0.57,49,70,15000,Quick
0.57,30,102,15000,Competetive
0.57,14,42,15000,Sealed
0.57,49,70,15000,Quick
0.57,19,57,15000,Competetive
0.57,14,42,15000,Sealed
0.57,45,62,15000,Quick
0.57,15,39,15000,Competetive
0.57,25,75,15000,Sealed
0.57,53,76,15000,Quick
0.57,40,152,15000,Competetive
0.57,12,36,15000,Sealed
0.57,39,51,15000,Quick
0.57,29,105,15000,Competetive
0.57,20,60,15000,Sealed
0.57,57,76,15000,Quick
0.57,17,48,15000,Competetive
0.57,19,57,15000,Sealed
0.57,57,85,15000,Quick
0.57,24,76,15000,Competetive
0.57,34,102,15000,Sealed
0.57,49,68,15000,Quick
0.57,31,111,15000,Competetive
0.57,14,42,15000,Sealed
0.57,53,76,15000,Quick
0.57,21,64,15000,Competetive
0.57,9,27,15000,Sealed
0.57,65,96,15000,Quick
0.57,21,66,15000,Competetive
0.57,21,63,15000,Sealed
0.57,45,65,15000,Quick
0.57,43,166,15000,Competetive
0.57,21,63,15000,Sealed
0.57,52,68,15000,Quick
0.57,23,76,15000,Competetive
0.57,20,60,15000,Sealed
0.57,51,72,15000,Quick
0.57,43,165,15000,Competetive
0.57,16,48,15000,Sealed
0.57,39,56,15000,Quick
0.57,27,89,15000,Competetive
0.57,22,66,15000,Sealed
0.57,39,55,15000,Quick
0.57,26,90,15000,Competetive
0.57,28,84,15000,Sealed
0.57,39,47,15000,Quick
0.57,24,79,15000,Competetive
0.57,18,54,15000,Sealed
0.57,43,59,15000,Quick
0.57,27,93,15000,Competetive
0.57,26,78,15000,Sealed
0.57,49,69,15000,Quick
0.57,48,189,15000,Competetive
0.57,20,60,15000,Sealed
0.57,60,87,15000,Quick
0.57,31,114,15000,Competetive
0.57,23,69,15000,Sealed
0.57,59,94,15000,Quick
0.57,41,158,15000,Competetive
0.57,19,57,15000,Sealed
0.57,45,68,15000,Quick
0.57,25,89,15000,Competetive
0.57,21,63,15000,Sealed
0.57,32,44,15000,Quick
0.57,24,80,15000,Competetive
0.57,19,57,15000,Sealed
0.57,42,60,15000,Quick
0.57,38,144,15000,Competetive
0.57,24,72,15000,Sealed
0.57,35,44,15000,Quick
0.57,30,105,15000,Competetive
0.57,20,60,15000,Sealed
0.57,48,65,15000,Quick
0.57,34,124,15000,Competetive
0.57,25,75,15000,Sealed
0.57,38,47,15000,Quick
0.57,27,93,15000,Competetive
0.57,13,39,15000,Sealed
0.57,46,59,15000,Quick
0.57,27,93,15000,Competetive
0.57,15,45,15000,Sealed
0.57,39,51,15000,Quick
0.57,29,98,15000,Competetive
0.57,17,51,15000,Sealed
0.57,42,56,15000,Quick
0.57,34,122,15000,Competetive
0.57,14,42,15000,Sealed
0.57,45,62,15000,Quick
0.57,26,89,15000,Competetive
0.57,17,51,15000,Sealed
0.57,43,59,15000,Quick
0.57,33,118,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,71,15000,Quick
0.57,23,78,15000,Competetive
0.57,23,69,15000,Sealed
0.57,52,76,15000,Quick
0.57,27,91,15000,Competetive
0.57,18,54,15000,Sealed
0.57,53,76,15000,Quick
0.57,45,173,15000,Competetive
0.57,24,72,15000,Sealed
0.57,39,52,15000,Quick
0.57,19,55,15000,Competetive
0.57,24,72,15000,Sealed
0.57,50,74,15000,Quick
0.57,53,214,15000,Competetive
0.57,26,78,15000,Sealed
0.57,51,73,15000,Quick
0.57,50,197,15000,Competetive
0.57,21,63,15000,Sealed
0.57,49,69,15000,Quick
0.57,40,149,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,67,15000,Quick
0.57,38,142,15000,Competetive
0.57,20,60,15000,Sealed
0.57,41,55,15000,Quick
0.57,36,136,15000,Competetive
0.57,20,60,15000,Sealed
0.57,63,92,15000,Quick
0.57,28,100,15000,Competetive
0.57,21,63,15000,Sealed
0.57,49,64,15000,Quick
0.57,29,101,15000,Competetive
0.57,24,72,15000,Sealed
0.57,58,81,15000,Quick
0.57,46,175,15000,Competetive
0.57,10,30,15000,Sealed
0.57,48,70,15000,Quick
0.57,35,126,15000,Competetive
0.57,15,45,15000,Sealed
0.57,52,70,15000,Quick
0.57,33,116,15000,Competetive
0.57,24,72,15000,Sealed
0.57,49,74,15000,Quick
0.57,29,102,15000,Competetive
0.57,16,48,15000,Sealed
0.57,39,48,15000,Quick
0.57,46,178,15000,Competetive
0.57,18,54,15000,Sealed
0.57,43,60,15000,Quick
0.57,25,87,15000,Competetive
0.57,16,48,15000,Sealed
0.57,48,65,15000,Quick
0.57,32,114,15000,Competetive
0.57,16,48,15000,Sealed
0.57,63,90,15000,Quick
0.57,36,131,15000,Competetive
0.57,30,90,15000,Sealed
0.57,47,66,15000,Quick
0.57,49,193,15000,Competetive
0.57,21,63,15000,Sealed
0.57,46,61,15000,Quick
0.57,32,117,15000,Competetive
0.57,32,96,15000,Sealed
0.57,51,77,15000,Quick
0.57,46,182,15000,Competetive
0.57,21,63,15000,Sealed
0.57,53,82,15000,Quick
0.57,41,156,15000,Competetive
0.57,18,54,15000,Sealed
0.57,49,71,15000,Quick
0.57,26,84,15000,Competetive
0.57,14,42,15000,Sealed
0.57,56,73,15000,Quick
0.57,46,181,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,67,15000,Quick
0.57,26,87,15000,Competetive
0.57,19,57,15000,Sealed
0.57,53,73,15000,Quick
0.57,27,93,15000,Competetive
0.57,24,72,15000,Sealed
0.57,38,53,15000,Quick
0.57,31,112,15000,Competetive
0.57,23,69,15000,Sealed
0.57,47,62,15000,Quick
0.57,23,79,15000,Competetive
0.57,35,105,15000,Sealed
0.57,40,54,15000,Quick
0.57,26,87,15000,Competetive
0.57,16,48,15000,Sealed
0.57,55,77,15000,Quick
0.57,41,158,15000,Competetive
0.57,21,63,15000,Sealed
0.57,41,54,15000,Quick
0.57,23,75,15000,Competetive
0.57,12,36,15000,Sealed
0.57,35,51,15000,Quick
0.57,34,126,15000,Competetive
0.57,28,84,15000,Sealed
0.57,46,61,15000,Quick
0.57,40,151,15000,Competetive
0.57,26,78,15000,Sealed
0.57,36,49,15000,Quick
0.57,41,156,15000,Competetive
0.57,17,51,15000,Sealed
0.57,59,83,15000,Quick
0.57,46,173,15000,Competetive
0.57,18,54,15000,Sealed
0.57,55,78,15000,Quick
0.57,50,200,15000,Competetive
0.57,22,66,15000,Sealed
0.57,48,66,15000,Quick
0.57,33,115,15000,Competetive
0.57,32,96,15000,Sealed
0.57,51,73,15000,Quick
0.57,33,119,15000,Competetive
0.57,22,66,15000,Sealed
0.57,38,54,15000,Quick
0.57,27,95,15000,Competetive
0.57,27,81,15000,Sealed
0.57,49,71,15000,Quick
0.57,29,102,15000,Competetive
0.57,22,66,15000,Sealed
0.57,44,57,15000,Quick
0.57,31,111,15000,Competetive
0.57,28,84,15000,Sealed
0.57,40,53,15000,Quick
0.57,28,100,15000,Competetive
0.57,15,45,15000,Sealed
0.57,57,83,15000,Quick
0.57,27,92,15000,Competetive
0.57,17,51,15000,Sealed
0.57,38,54,15000,Quick
0.57,39,147,15000,Competetive
0.57,21,63,15000,Sealed
0.57,60,86,15000,Quick
0.57,39,143,15000,Competetive
0.57,16,48,15000,Sealed
0.57,53,76,15000,Quick
0.57,15,39,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,63,15000,Quick
0.57,54,219,15000,Competetive
0.57,27,81,15000,Sealed
0.57,56,87,15000,Quick
0.57,15,40,15000,Competetive
0.57,13,39,15000,Sealed
0.57,49,70,15000,Quick
0.57,26,85,15000,Competetive
0.57,20,60,15000,Sealed
0.57,57,79,15000,Quick
0.57,26,88,15000,Competetive
0.57,15,45,15000,Sealed
0.57,51,71,15000,Quick
0.57,22,67,15000,Competetive
0.57,20,60,15000,Sealed
0.57,36,52,15000,Quick
0.57,41,156,15000,Competetive
0.57,38,114,15000,Sealed
0.57,56,84,15000,Quick
0.57,20,60,15000,Competetive
0.57,18,54,15000,Sealed
0.57,61,86,15000,Quick
0.57,31,115,15000,Competetive
0.57,28,84,15000,Sealed
0.57,48,66,15000,Quick
0.57,23,76,15000,Competetive
0.57,16,48,15000,Sealed
0.57,38,52,15000,Quick
0.57,43,163,15000,Competetive
0.57,18,54,15000,Sealed
0.57,37,48,15000,Quick
0.57,31,112,15000,Competetive
0.57,16,48,15000,Sealed
0.57,55,80,15000,Quick
0.57,31,114,15000,Competetive
0.57,23,69,15000,Sealed
0.57,44,62,15000,Quick
0.57,29,103,15000,Competetive
0.57,11,33,15000,Sealed
0.57,54,78,15000,Quick
0.57,29,99,15000,Competetive
0.57,26,78,15000,Sealed
0.57,51,73,15000,Quick
0.57,34,123,15000,Competetive
0.57,18,54,15000,Sealed
0.57,51,70,15000,Quick
0.57,31,112,15000,Competetive
0.57,20,60,15000,Sealed
0.57,58,81,15000,Quick
0.57,35,133,15000,Competetive
0.57,20,60,15000,Sealed
0.57,54,74,15000,Quick
0.57,31,113,15000,Competetive
0.57,19,57,15000,Sealed
0.57,43,59,15000,Quick
0.57,30,106,15000,Competetive
0.57,17,51,15000,Sealed
0.57,52,72,15000,Quick
0.57,24,80,15000,Competetive
0.57,25,75,15000,Sealed
0.57,47,62,15000,Quick
0.57,38,144,15000,Competetive
0.57,28,84,15000,Sealed
0.57,47,63,15000,Quick
0.57,25,88,15000,Competetive
0.57,22,66,15000,Sealed
0.57,51,69,15000,Quick
0.57,41,151,15000,Competetive
0.57,20,60,15000,Sealed
0.57,53,77,15000,Quick
0.57,17,48,15000,Competetive
0.57,21,63,15000,Sealed
0.57,43,58,15000,Quick
0.57,41,159,15000,Competetive
0.57,17,51,15000,Sealed
0.57,37,53,15000,Quick
0.57,25,86,15000,Competetive
0.57,24,72,15000,Sealed
0.57,47,61,15000,Quick
0.57,22,67,15000,Competetive
0.57,27,81,15000,Sealed
0.57,48,69,15000,Quick
0.57,30,104,15000,Competetive
0.57,20,60,15000,Sealed
0.57,52,71,15000,Quick
0.57,52,206,15000,Competetive
0.57,14,42,15000,Sealed
0.57,37,48,15000,Quick
0.57,35,127,15000,Competetive
0.57,16,48,15000,Sealed
0.57,47,69,15000,Quick
0.57,33,119,15000,Competetive
0.57,26,78,15000,Sealed
0.57,51,68,15000,Quick
0.57,58,231,15000,Competetive
0.57,19,57,15000,Sealed
0.57,45,68,15000,Quick
0.57,30,107,15000,Competetive
0.57,22,66,15000,Sealed
0.57,58,86,15000,Quick
0.57,32,116,15000,Competetive
0.57,19,57,15000,Sealed
0.57,39,48,15000,Quick
0.57,22,68,15000,Competetive
0.57,14,42,15000,Sealed
0.57,60,85,15000,Quick
0.57,41,157,15000,Competetive
0.57,19,57,15000,Sealed
0.57,46,63,15000,Quick
0.57,22,70,15000,Competetive
0.57,26,78,15000,Sealed
0.57,51,71,15000,Quick
0.57,23,76,15000,Competetive
0.57,15,45,15000,Sealed
0.57,51,70,15000,Quick
0.57,38,141,15000,Competetive
0.57,17,51,15000,Sealed
0.57,47,68,15000,Quick
0.57,32,117,15000,Competetive
0.57,17,51,15000,Sealed
0.57,42,52,15000,Quick
0.57,30,106,15000,Competetive
0.57,20,60,15000,Sealed
0.57,58,82,15000,Quick
0.57,25,84,15000,Competetive
0.57,24,72,15000,Sealed
0.57,60,89,15000,Quick
0.57,25,86,15000,Competetive
0.57,18,54,15000,Sealed
0.57,46,62,15000,Quick
0.57,21,63,15000,Competetive
0.57,23,69,15000,Sealed
0.57,60,86,15000,Quick
0.57,32,114,15000,Competetive
0.57,13,39,15000,Sealed
0.57,47,67,15000,Quick
0.57,14,35,15000,Competetive
0.57,16,48,15000,Sealed
0.57,62,90,15000,Quick
0.57,27,89,15000,Competetive
0.57,20,60,15000,Sealed
0.57,40,54,15000,Quick
0.57,25,88,15000,Competetive
0.57,22,66,15000,Sealed
0.57,43,61,15000,Quick
0.57,12,25,15000,Competetive
0.57,14,42,15000,Sealed
0.57,50,70,15000,Quick
0.57,31,110,15000,Competetive
0.57,17,51,15000,Sealed
0.57,33,38,15000,Quick
0.57,48,186,15000,Competetive
0.57,21,63,15000,Sealed
0.57,52,77,15000,Quick
0.57,54,218,15000,Competetive
0.57,17,51,15000,Sealed
0.57,46,61,15000,Quick
0.57,41,159,15000,Competetive
0.57,19,57,15000,Sealed
0.57,52,72,15000,Quick
0.57,36,138,15000,Competetive
0.57,34,102,15000,Sealed
0.57,47,65,15000,Quick
0.57,55,215,15000,Competetive
0.57,16,48,15000,Sealed
0.57,63,96,15000,Quick
0.57,45,175,15000,Competetive
0.57,15,45,15000,Sealed
0.57,48,67,15000,Quick
0.57,62,254,15000,Competetive
0.57,19,57,15000,Sealed
0.57,58,91,15000,Quick
0.57,19,58,15000,Competetive
0.57,35,105,15000,Sealed
0.57,50,65,15000,Quick
0.57,17,49,15000,Competetive
0.57,21,63,15000,Sealed
0.57,54,77,15000,Quick
0.57,35,126,15000,Competetive
0.57,21,63,15000,Sealed
0.57,47,66,15000,Quick
0.57,32,114,15000,Competetive
0.57,18,54,15000,Sealed
0.57,49,76,15000,Quick
0.57,35,130,15000,Competetive
0.57,19,57,15000,Sealed
0.57,55,82,15000,Quick
0.57,14,35,15000,Competetive
0.57,27,81,15000,Sealed
0.57,62,87,15000,Quick
0.57,38,141,15000,Competetive
0.57,26,78,15000,Sealed
0.57,33,49,15000,Quick
0.57,19,53,15000,Competetive
0.57,17,51,15000,Sealed
0.57,44,56,15000,Quick
0.57,55,218,15000,Competetive
0.57,26,78,15000,Sealed
0.57,35,45,15000,Quick
0.57,26,88,15000,Competetive
0.57,17,51,15000,Sealed
0.57,45,65,15000,Quick
0.57,43,167,15000,Competetive
0.57,27,81,15000,Sealed
0.57,37,53,15000,Quick
0.57,25,81,15000,Competetive
0.57,16,48,15000,Sealed
0.57,50,72,15000,Quick
0.57,22,69,15000,Competetive
0.57,20,60,15000,Sealed
0.57,50,74,15000,Quick
0.57,22,69,15000,Competetive
0.57,21,63,15000,Sealed
0.57,51,68,15000,Quick
0.57,21,66,15000,Competetive
0.57,19,57,15000,Sealed
0.57,38,51,15000,Quick
0.57,27,95,15000,Competetive
0.57,20,60,15000,Sealed
0.57,47,65,15000,Quick
0.57,44,165,15000,Competetive
0.57,35,105,15000,Sealed
0.57,50,69,15000,Quick
0.57,39,147,15000,Competetive
0.57,20,60,15000,Sealed
0.57,44,66,15000,Quick
0.57,18,53,15000,Competetive
0.57,25,75,15000,Sealed
0.57,53,74,15000,Quick
0.57,19,58,15000,Competetive
0.57,19,57,15000,Sealed
0.57,42,60,15000,Quick
0.57,43,167,15000,Competetive
0.57,25,75,15000,Sealed
